"source","phase","table","category","level","rolls_min","rolls_max","to_each","display_name","weight","stack_min","stack_max","pool_total_weight","pick_chance_per_roll","registry_name","meta","entry_class","nbt"
"chestgenhooks","pre","","naturalistChest","","0","0","","Silver Birch Sapling","6","2","3","117","0.051282","Forestry:sapling","0","","{IsAnalyzed:0b,Genome:{Chromosomes:[0:{Slot:0b,UID0:""forestry.treeBirch"",UID1:""forestry.treeBirch""},1:{Slot:1b,UID0:""forestry.growthLightlevel"",UID1:""forestry.growthLightlevel""},2:{Slot:2b,UID0:""forestry.heightSmall"",UID1:""forestry.heightSmall""},3:{Slot:3b,UID0:""forestry.saplingsAverage"",UID1:""forestry.saplingsAverage""},4:{Slot:4b,UID0:""forestry.fruitNone"",UID1:""forestry.fruitNone""},5:{Slot:5b,UID0:""forestry.yieldLowest"",UID1:""forestry.yieldLowest""},6:{Slot:6b,UID0:""forestry.plantTypeNone"",UID1:""forestry.plantTypeNone""},7:{Slot:7b,UID0:""forestry.sappinessLowest"",UID1:""forestry.sappinessLowest""},8:{Slot:8b,UID0:""forestry.territoryAverage"",UID1:""forestry.territoryAverage""},9:{Slot:9b,UID0:""forestry.leavesNone"",UID1:""forestry.leavesNone""},10:{Slot:10b,UID0:""forestry.maturationFaster"",UID1:""forestry.maturationFaster""},11:{Slot:11b,UID0:""forestry.i1d"",UID1:""forestry.i1d""},12:{Slot:12b,UID0:""forestry.fireproofFalse"",UID1:""forestry.fireproofFalse""}]}}"
"chestgenhooks","pre","","naturalistChest","","0","0","","Mundane Larch Sapling","4","1","2","117","0.034188","Forestry:sapling","0","","{IsAnalyzed:0b,Genome:{Chromosomes:[0:{Slot:0b,UID0:""forestry.treeLarch"",UID1:""forestry.treeLarch""},1:{Slot:1b,UID0:""forestry.growthLightlevel"",UID1:""forestry.growthLightlevel""},2:{Slot:2b,UID0:""forestry.heightAverage"",UID1:""forestry.heightAverage""},3:{Slot:3b,UID0:""forestry.saplingsLow"",UID1:""forestry.saplingsLow""},4:{Slot:4b,UID0:""forestry.fruitNone"",UID1:""forestry.fruitNone""},5:{Slot:5b,UID0:""forestry.yieldLowest"",UID1:""forestry.yieldLowest""},6:{Slot:6b,UID0:""forestry.plantTypeNone"",UID1:""forestry.plantTypeNone""},7:{Slot:7b,UID0:""forestry.sappinessLower"",UID1:""forestry.sappinessLower""},8:{Slot:8b,UID0:""forestry.territoryAverage"",UID1:""forestry.territoryAverage""},9:{Slot:9b,UID0:""forestry.leavesNone"",UID1:""forestry.leavesNone""},10:{Slot:10b,UID0:""forestry.maturationAverage"",UID1:""forestry.maturationAverage""},11:{Slot:11b,UID0:""forestry.i1d"",UID1:""forestry.i1d""},12:{Slot:12b,UID0:""forestry.fireproofFalse"",UID1:""forestry.fireproofFalse""}]}}"
"chestgenhooks","pre","","naturalistChest","","0","0","","Silver Lime Sapling","4","1","2","117","0.034188","Forestry:sapling","0","","{IsAnalyzed:0b,Genome:{Chromosomes:[0:{Slot:0b,UID0:""forestry.treeLime"",UID1:""forestry.treeLime""},1:{Slot:1b,UID0:""forestry.growthLightlevel"",UID1:""forestry.growthLightlevel""},2:{Slot:2b,UID0:""forestry.heightSmall"",UID1:""forestry.heightSmall""},3:{Slot:3b,UID0:""forestry.saplingsLow"",UID1:""forestry.saplingsLow""},4:{Slot:4b,UID0:""forestry.fruitNone"",UID1:""forestry.fruitNone""},5:{Slot:5b,UID0:""forestry.yieldLower"",UID1:""forestry.yieldLower""},6:{Slot:6b,UID0:""forestry.plantTypeNone"",UID1:""forestry.plantTypeNone""},7:{Slot:7b,UID0:""forestry.sappinessLower"",UID1:""forestry.sappinessLower""},8:{Slot:8b,UID0:""forestry.territoryAverage"",UID1:""forestry.territoryAverage""},9:{Slot:9b,UID0:""forestry.leavesNone"",UID1:""forestry.leavesNone""},10:{Slot:10b,UID0:""forestry.maturationAverage"",UID1:""forestry.maturationAverage""},11:{Slot:11b,UID0:""forestry.i1d"",UID1:""forestry.i1d""},12:{Slot:12b,UID0:""forestry.fireproofFalse"",UID1:""forestry.fireproofFalse""}]}}"
"chestgenhooks","pre","","naturalistChest","","0","0","","Apple Oak Pollen","4","2","3","117","0.034188","Forestry:pollenFertile","0","","{IsAnalyzed:0b,Genome:{Chromosomes:[0:{Slot:0b,UID0:""forestry.treeOak"",UID1:""forestry.treeOak""},1:{Slot:1b,UID0:""forestry.growthLightlevel"",UID1:""forestry.growthLightlevel""},2:{Slot:2b,UID0:""forestry.heightSmall"",UID1:""forestry.heightSmall""},3:{Slot:3b,UID0:""forestry.saplingsAverage"",UID1:""forestry.saplingsAverage""},4:{Slot:4b,UID0:""forestry.fruitApple"",UID1:""forestry.fruitApple""},5:{Slot:5b,UID0:""forestry.yieldLowest"",UID1:""forestry.yieldLowest""},6:{Slot:6b,UID0:""forestry.plantTypeNone"",UID1:""forestry.plantTypeNone""},7:{Slot:7b,UID0:""forestry.sappinessLowest"",UID1:""forestry.sappinessLowest""},8:{Slot:8b,UID0:""forestry.territoryAverage"",UID1:""forestry.territoryAverage""},9:{Slot:9b,UID0:""forestry.leavesNone"",UID1:""forestry.leavesNone""},10:{Slot:10b,UID0:""forestry.maturationFaster"",UID1:""forestry.maturationFaster""},11:{Slot:11b,UID0:""forestry.i1d"",UID1:""forestry.i1d""},12:{Slot:12b,UID0:""forestry.fireproofFalse"",UID1:""forestry.fireproofFalse""}]}}"
"chestgenhooks","pre","","naturalistChest","","0","0","","Red Spruce Pollen","4","2","3","117","0.034188","Forestry:pollenFertile","0","","{IsAnalyzed:0b,Genome:{Chromosomes:[0:{Slot:0b,UID0:""forestry.treeSpruce"",UID1:""forestry.treeSpruce""},1:{Slot:1b,UID0:""forestry.growthLightlevel"",UID1:""forestry.growthLightlevel""},2:{Slot:2b,UID0:""forestry.heightAverage"",UID1:""forestry.heightAverage""},3:{Slot:3b,UID0:""forestry.saplingsAverage"",UID1:""forestry.saplingsAverage""},4:{Slot:4b,UID0:""forestry.fruitNone"",UID1:""forestry.fruitNone""},5:{Slot:5b,UID0:""forestry.yieldLowest"",UID1:""forestry.yieldLowest""},6:{Slot:6b,UID0:""forestry.plantTypeNone"",UID1:""forestry.plantTypeNone""},7:{Slot:7b,UID0:""forestry.sappinessLowest"",UID1:""forestry.sappinessLowest""},8:{Slot:8b,UID0:""forestry.territoryAverage"",UID1:""forestry.territoryAverage""},9:{Slot:9b,UID0:""forestry.leavesNone"",UID1:""forestry.leavesNone""},10:{Slot:10b,UID0:""forestry.maturationFaster"",UID1:""forestry.maturationFaster""},11:{Slot:11b,UID0:""forestry.i1d"",UID1:""forestry.i1d""},12:{Slot:12b,UID0:""forestry.fireproofFalse"",UID1:""forestry.fireproofFalse""}]}}"
"chestgenhooks","pre","","naturalistChest","","0","0","","Silver Birch Pollen","4","2","3","117","0.034188","Forestry:pollenFertile","0","","{IsAnalyzed:0b,Genome:{Chromosomes:[0:{Slot:0b,UID0:""forestry.treeBirch"",UID1:""forestry.treeBirch""},1:{Slot:1b,UID0:""forestry.growthLightlevel"",UID1:""forestry.growthLightlevel""},2:{Slot:2b,UID0:""forestry.heightSmall"",UID1:""forestry.heightSmall""},3:{Slot:3b,UID0:""forestry.saplingsAverage"",UID1:""forestry.saplingsAverage""},4:{Slot:4b,UID0:""forestry.fruitNone"",UID1:""forestry.fruitNone""},5:{Slot:5b,UID0:""forestry.yieldLowest"",UID1:""forestry.yieldLowest""},6:{Slot:6b,UID0:""forestry.plantTypeNone"",UID1:""forestry.plantTypeNone""},7:{Slot:7b,UID0:""forestry.sappinessLowest"",UID1:""forestry.sappinessLowest""},8:{Slot:8b,UID0:""forestry.territoryAverage"",UID1:""forestry.territoryAverage""},9:{Slot:9b,UID0:""forestry.leavesNone"",UID1:""forestry.leavesNone""},10:{Slot:10b,UID0:""forestry.maturationFaster"",UID1:""forestry.maturationFaster""},11:{Slot:11b,UID0:""forestry.i1d"",UID1:""forestry.i1d""},12:{Slot:12b,UID0:""forestry.fireproofFalse"",UID1:""forestry.fireproofFalse""}]}}"
"chestgenhooks","pre","","naturalistChest","","0","0","","Mundane Larch Pollen","3","1","2","117","0.025641","Forestry:pollenFertile","0","","{IsAnalyzed:0b,Genome:{Chromosomes:[0:{Slot:0b,UID0:""forestry.treeLarch"",UID1:""forestry.treeLarch""},1:{Slot:1b,UID0:""forestry.growthLightlevel"",UID1:""forestry.growthLightlevel""},2:{Slot:2b,UID0:""forestry.heightAverage"",UID1:""forestry.heightAverage""},3:{Slot:3b,UID0:""forestry.saplingsLow"",UID1:""forestry.saplingsLow""},4:{Slot:4b,UID0:""forestry.fruitNone"",UID1:""forestry.fruitNone""},5:{Slot:5b,UID0:""forestry.yieldLowest"",UID1:""forestry.yieldLowest""},6:{Slot:6b,UID0:""forestry.plantTypeNone"",UID1:""forestry.plantTypeNone""},7:{Slot:7b,UID0:""forestry.sappinessLower"",UID1:""forestry.sappinessLower""},8:{Slot:8b,UID0:""forestry.territoryAverage"",UID1:""forestry.territoryAverage""},9:{Slot:9b,UID0:""forestry.leavesNone"",UID1:""forestry.leavesNone""},10:{Slot:10b,UID0:""forestry.maturationAverage"",UID1:""forestry.maturationAverage""},11:{Slot:11b,UID0:""forestry.i1d"",UID1:""forestry.i1d""},12:{Slot:12b,UID0:""forestry.fireproofFalse"",UID1:""forestry.fireproofFalse""}]}}"
"chestgenhooks","pre","","naturalistChest","","0","0","","Silver Lime Pollen","3","1","2","117","0.025641","Forestry:pollenFertile","0","","{IsAnalyzed:0b,Genome:{Chromosomes:[0:{Slot:0b,UID0:""forestry.treeLime"",UID1:""forestry.treeLime""},1:{Slot:1b,UID0:""forestry.growthLightlevel"",UID1:""forestry.growthLightlevel""},2:{Slot:2b,UID0:""forestry.heightSmall"",UID1:""forestry.heightSmall""},3:{Slot:3b,UID0:""forestry.saplingsLow"",UID1:""forestry.saplingsLow""},4:{Slot:4b,UID0:""forestry.fruitNone"",UID1:""forestry.fruitNone""},5:{Slot:5b,UID0:""forestry.yieldLower"",UID1:""forestry.yieldLower""},6:{Slot:6b,UID0:""forestry.plantTypeNone"",UID1:""forestry.plantTypeNone""},7:{Slot:7b,UID0:""forestry.sappinessLower"",UID1:""forestry.sappinessLower""},8:{Slot:8b,UID0:""forestry.territoryAverage"",UID1:""forestry.territoryAverage""},9:{Slot:9b,UID0:""forestry.leavesNone"",UID1:""forestry.leavesNone""},10:{Slot:10b,UID0:""forestry.maturationAverage"",UID1:""forestry.maturationAverage""},11:{Slot:11b,UID0:""forestry.i1d"",UID1:""forestry.i1d""},12:{Slot:12b,UID0:""forestry.fireproofFalse"",UID1:""forestry.fireproofFalse""}]}}"
"chestgenhooks","pre","","netherFortress","","2","5","","Diamond","5","1","3","76","0.065789","minecraft:diamond","0","",""
"chestgenhooks","pre","","netherFortress","","2","5","","Iron Ingot","5","1","5","76","0.065789","minecraft:iron_ingot","0","",""
"chestgenhooks","pre","","netherFortress","","2","5","","Gold Ingot","15","1","3","76","0.197368","minecraft:gold_ingot","0","",""
"chestgenhooks","pre","","netherFortress","","2","5","","Golden Sword","5","1","1","76","0.065789","minecraft:golden_sword","0","",""
"chestgenhooks","pre","","netherFortress","","2","5","","Golden Chestplate","5","1","1","76","0.065789","minecraft:golden_chestplate","0","",""
"chestgenhooks","pre","","netherFortress","","2","5","","Flint and Steel","5","1","1","76","0.065789","minecraft:flint_and_steel","0","",""
"chestgenhooks","pre","","netherFortress","","2","5","","Nether Wart","5","3","7","76","0.065789","minecraft:nether_wart","0","",""
"chestgenhooks","pre","","netherFortress","","2","5","","Saddle","10","1","1","76","0.131579","minecraft:saddle","0","",""
"chestgenhooks","pre","","netherFortress","","2","5","","Gold Horse Armor","8","1","1","76","0.105263","minecraft:golden_horse_armor","0","",""
"chestgenhooks","pre","","netherFortress","","2","5","","Iron Horse Armor","5","1","1","76","0.065789","minecraft:iron_horse_armor","0","",""
"chestgenhooks","pre","","netherFortress","","2","5","","Diamond Horse Armor","3","1","1","76","0.039474","minecraft:diamond_horse_armor","0","",""
"chestgenhooks","pre","","netherFortress","","2","5","","Music Disc","5","1","1","76","0.065789","etfuturum:pigstep_record","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Diamond","3","1","3","358","0.008380","minecraft:diamond","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Iron Ingot","10","1","5","358","0.027933","minecraft:iron_ingot","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Gold Ingot","15","2","7","358","0.041899","minecraft:gold_ingot","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Emerald","2","1","3","358","0.005587","minecraft:emerald","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Bone","20","4","6","358","0.055866","minecraft:bone","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Rotten Flesh","16","3","7","358","0.044693","minecraft:rotten_flesh","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Saddle","3","1","1","358","0.008380","minecraft:saddle","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Iron Horse Armor","1","1","1","358","0.002793","minecraft:iron_horse_armor","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Gold Horse Armor","1","1","1","358","0.002793","minecraft:golden_horse_armor","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Diamond Horse Armor","1","1","1","358","0.002793","minecraft:diamond_horse_armor","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Enchanted Book","1","1","1","358","0.002793","minecraft:enchanted_book","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Bronze Pickaxe","3","1","1","358","0.008380","IC2:itemToolBronzePickaxe","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Bronze Sword","3","1","1","358","0.008380","IC2:itemToolBronzeSword","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Bronze Helmet","3","1","1","358","0.008380","IC2:itemArmorBronzeHelmet","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Bronze Chestplate","3","1","1","358","0.008380","IC2:itemArmorBronzeChestplate","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Bronze Leggings","3","1","1","358","0.008380","IC2:itemArmorBronzeLegs","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Bronze Boots","3","1","1","358","0.008380","IC2:itemArmorBronzeBoots","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Copper Ingot","9","2","6","358","0.025140","IC2:itemIngot","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Tin Ingot","8","1","5","358","0.022346","IC2:itemIngot","1","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Steel Sword","5","1","1","358","0.013966","Railcraft:tool.steel.sword","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Steel Helmet","5","1","1","358","0.013966","Railcraft:armor.steel.helmet","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Steel Chestplate","5","1","1","358","0.013966","Railcraft:armor.steel.plate","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Steel Leggings","5","1","1","358","0.013966","Railcraft:armor.steel.legs","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Steel Boots","5","1","1","358","0.013966","Railcraft:armor.steel.boots","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Black Lotus","6","1","1","358","0.016760","Botania:blackLotus","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Overgrowth Seed","2","1","1","358","0.005587","Botania:overgrowthSeed","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Codex","12","1","1","358","0.033520","VillageNames:codex","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Mutagenic Frame","9","1","1","358","0.025140","miscutils:frameMutagenic","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Miniature Red Heart","10","1","1","358","0.027933","TConstruct:heartCanister","1","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Adventurer's Diary","5","1","1","358","0.013966","HardcoreEnderExpansion:adventurers_diary","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Temple Caller","1","0","1","358","0.002793","HardcoreEnderExpansion:temple_caller","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Knowledge Note","6","1","1","358","0.016760","HardcoreEnderExpansion:knowledge_note","0","WeightedRandomKnowledgeNote",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Floppy Disk","5","1","1","358","0.013966","OpenComputers:item","4","Loot",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Broadsword","2","0","1","358","0.005587","TConstruct:broadsword","0","RandomWeaponChestContent",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Common Treasure","5","1","3","358","0.013966","Thaumcraft:ItemLootBag","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Thaumium Ingot","5","1","3","358","0.013966","Thaumcraft:ItemResource","2","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Amber","5","1","3","358","0.013966","Thaumcraft:ItemResource","6","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Uncommon Treasure","4","1","2","358","0.011173","Thaumcraft:ItemLootBag","1","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Mundane Amulet","4","1","2","358","0.011173","Thaumcraft:ItemBaubleBlanks","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Mundane Ring","4","1","2","358","0.011173","Thaumcraft:ItemBaubleBlanks","1","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Mundane Belt","4","1","2","358","0.011173","Thaumcraft:ItemBaubleBlanks","2","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Knowledge Fragment","4","1","2","358","0.011173","Thaumcraft:ItemResource","9","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Rare Treasure","1","1","1","358","0.002793","Thaumcraft:ItemLootBag","2","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Thaumonomicon","1","1","1","358","0.002793","Thaumcraft:ItemThaumonomicon","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Thaumium Sword","1","1","1","358","0.002793","Thaumcraft:ItemSwordThaumium","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Thaumium Pickaxe","1","1","1","358","0.002793","Thaumcraft:ItemPickThaumium","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Thaumium Axe","1","1","1","358","0.002793","Thaumcraft:ItemAxeThaumium","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Thaumium Hoe","1","1","1","358","0.002793","Thaumcraft:ItemHoeThaumium","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Ring of Protection","1","1","1","358","0.002793","Thaumcraft:ItemRingRunic","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Apprentices Ring of Aer","1","1","1","358","0.002793","Thaumcraft:ItemBaubleBlanks","3","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Apprentices Ring of Terra","1","1","1","358","0.002793","Thaumcraft:ItemBaubleBlanks","4","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Apprentices Ring of Ignis","1","1","1","358","0.002793","Thaumcraft:ItemBaubleBlanks","5","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Apprentices Ring of Aqua","1","1","1","358","0.002793","Thaumcraft:ItemBaubleBlanks","6","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Apprentices Ring of Ordo","1","1","1","358","0.002793","Thaumcraft:ItemBaubleBlanks","7","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Apprentices Ring of Perditio","1","1","1","358","0.002793","Thaumcraft:ItemBaubleBlanks","8","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Vis Stone","1","1","1","358","0.002793","Thaumcraft:ItemAmuletVis","0","","{aer:0,perditio:0,aqua:200,ignis:400,terra:300,ordo:400}"
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Division Sigil","5","1","1","358","0.013966","ExtraUtilities:divisionSigil","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Lesser Ring of Ender Disjunction","1","1","1","358","0.002793","Automagy:baubleEnderDisjunction","1","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Phial of Enchanter's Concentrate","3","1","3","358","0.008380","Automagy:phialExtra","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Beetroot Seeds","5","1","2","358","0.013966","etfuturum:beetroot_seeds","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Ultimate Stew","5","1","32","358","0.013966","Avaritia:Ultimate_Stew","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Cosmic Meatballs","5","1","32","358","0.013966","Avaritia:Cosmic_Meatballs","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Bacon Mushroom Burger","5","1","32","358","0.013966","harvestcraft:baconmushroomburgerItem","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Deluxe Cheeseburger","5","1","32","358","0.013966","harvestcraft:deluxecheeseburgerItem","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Delighted Meal","5","1","32","358","0.013966","harvestcraft:delightedmealItem","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Epic Bacon","5","1","32","358","0.013966","harvestcraft:epicbaconItem","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Sausage in Bread","5","1","32","358","0.013966","harvestcraft:sausageinbreadItem","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Beef Wellington","5","1","32","358","0.013966","harvestcraft:beefwellingtonItem","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Spaghetti and Meatballs","5","1","32","358","0.013966","harvestcraft:spagettiandmeatballsItem","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Supreme Pizza","5","1","32","358","0.013966","harvestcraft:supremepizzaItem","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Curry Rice","5","1","32","358","0.013966","harvestcraft:curryItem","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Rainbow Curry","5","1","32","358","0.013966","harvestcraft:rainbowcurryItem","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Hearty Breakfast","5","1","32","358","0.013966","harvestcraft:heartybreakfastItem","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Dezil's Marshmallow","5","1","32","358","0.013966","DraconicEvolution:dezilsMarshmallow","0","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Holy Water","2","4","8","358","0.005587","gregtech:gt.metaitem.02","32137","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Silver Ingot","12","4","16","358","0.033520","gregtech:gt.metaitem.01","11054","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Platinum Ingot","4","2","8","358","0.011173","gregtech:gt.metaitem.01","11085","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Ruby","2","2","8","358","0.005587","gregtech:gt.metaitem.01","8502","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Sapphire","2","2","8","358","0.005587","gregtech:gt.metaitem.01","8503","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Green Sapphire","2","2","8","358","0.005587","gregtech:gt.metaitem.01","8504","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Olivine","2","2","8","358","0.005587","gregtech:gt.metaitem.01","8505","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Red Garnet","4","2","8","358","0.011173","gregtech:gt.metaitem.01","8527","",""
"chestgenhooks","pre","","pyramidDesertyChest","","2","7","","Yellow Garnet","4","2","8","358","0.011173","gregtech:gt.metaitem.01","8528","",""
"chestgenhooks","pre","","pyramidJungleChest","","2","7","","Diamond","3","1","3","397","0.007557","minecraft:diamond","0","",""
"chestgenhooks","pre","","pyramidJungleChest","","2","7","","Iron Ingot","10","1","5","397","0.025189","minecraft:iron_ingot","0","",""
"chestgenhooks","pre","","pyramidJungleChest","","2","7","","Gold Ingot","15","2","7","397","0.037783","minecraft:gold_ingot","0","",""
"chestgenhooks","pre","","pyramidJungleChest","","2","7","","Emerald","2","1","3","397","0.005038","minecraft:emerald","0","",""
"chestgenhooks","pre","","pyramidJungleChest","","2","7","","Bone","20","4","6","397","0.050378","minecraft:bone","0","",""
"chestgenhooks","pre","","pyramidJungleChest","","2","7","","Rotten Flesh","16","3","7","397","0.040302","minecraft:rotten_flesh","0","",""
"chestgenhooks","pre","","pyramidJungleChest","","2","7","","Saddle","3","1","1","397","0.007557","minecraft:saddle","0","",""
"chestgenhooks","pre","","pyramidJungleChest","","2","7","","Iron Horse Armor","1","1","1","397","0.002519","minecraft:iron_horse_armor","0","",""
"chestgenhooks","pre","","pyramidJungleChest","","2","7","","Gold Horse Armor","1","1","1","397","0.002519","minecraft:golden_horse_armor","0","",""
"chestgenhooks","pre","","pyramidJungleChest","","2","7","","Diamond Horse Armor","1","1","1","397","0.002519","minecraft:diamond_horse_armor","0","",""
"chestgenhooks","pre","","pyramidJungleChest","","2","7","","Enchanted Book","1","1","1","397","0.002519","minecraft:enchanted_book","0","",""
"chestgenhooks","pre","","pyramidJungleChest","","2","7","","Bronze Pickaxe","3","1","1","397","0.007557","IC2:itemToolBronzePickaxe","0","",""
"chestgenhooks","pre","","pyramidJungleChest","","2","7","","Bronze Sword","3","1","1","397","0.007557","IC2:itemToolBronzeSword","0","",""
"chestgenhooks","pre","","pyramidJungleChest","","2","7","","Bronze Helmet","3","1","1","397","0.007557","IC2:itemArmorBronzeHelmet","0","",""
"chestgenhooks","pre","","pyramidJungleChest","","2","7","","Bronze Chestplate","3","1","1","397","0.007557","IC2:itemArmorBronzeChestplate","0","",""
"chestgenhooks","pre","","pyramidJungleChest","","2","7","","Bronze Leggings","3","1","1","397","0.007557","IC2:itemArmorBronzeLegs","0","",""
"chestgenhooks","pre","","pyramidJungleChest","","2","7","","Bronze Boots","3","1","1","397","0.007557","IC2:itemArmorBronzeBoots","0","",""
"chestgenhooks","pre","","pyramidJungleChest","","2","7","","Copper Ingot","9","2","6","397","0.022670","IC2:itemIngot","0","",""
"chestgenhooks","pre","","pyramidJungleChest","","2","7","","Tin Ingot","8","1","5","397","0.020151","IC2:itemIngot","1","",""
"chestgenhooks","pre","","pyramidJungleChest","","2","7","","Steel Sword","5","1","1","397","0.012594","Railcraft:tool.steel.sword","0","",""
"chestgenhooks","pre","","pyramidJungleChest","","2","7","","Steel Helmet","5","1","1","397","0.012594","Railcraft:armor.steel.helmet","0","",""
"chestgenhooks","pre","","pyramidJungleChest","","2","7","","Steel Chestplate","5","1","1","397","0.012594","Railcraft:armor.steel.plate","0","",""
"chestgenhooks","pre","","pyramidJungleChest","","2","7","","Steel Leggings","5","1","1","397","0.012594","Railcraft:armor.steel.legs","0","",""
"chestgenhooks","pre","","pyramidJungleChest","","2","7","","Steel Boots","5","1","1","397","0.012594","Railcraft:armor.steel.boots","0","",""
"chestgenhooks","pre","","pyramidJungleChest","","2","7","","Black Lotus","6","1","1","397","0.015113","Botania:blackLotus","0","",""
"chestgenhooks","pre","","pyramidJungleChest","","2","7","","Overgrowth Seed","2","1","1","397","0.005038","Botania:overgrowthSeed","0","",""
